fetched_at;url;final_url;http_status;bytes;robots;arquivo;erro
2026-07-29T02:56:09+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=19;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=19;200;266230;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p19_e36f0b02.html;
2026-07-29T02:56:13+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=20;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=20;200;279743;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p20_29bdde9e.html;
2026-07-29T02:56:17+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=21;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=21;200;266244;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p21_414a90de.html;
2026-07-29T02:56:21+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=22;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=22;200;278157;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p22_6f2a8a74.html;
2026-07-29T02:56:25+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=23;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=23;200;279122;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p23_04f10b55.html;
2026-07-29T02:56:27+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=24;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=24;200;281169;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p24_6b9ad9a0.html;
2026-07-29T02:56:31+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=25;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=25;200;276257;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p25_0b51b74d.html;
2026-07-29T02:56:36+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=26;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=26;200;272934;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p26_09237ddb.html;
2026-07-29T02:56:38+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=27;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=27;200;256388;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p27_915714ca.html;
2026-07-29T02:56:43+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=28;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=28;200;260668;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p28_3bc9cf77.html;
2026-07-29T02:56:46+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=29;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=29;200;257305;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p29_e456ca38.html;
2026-07-29T02:56:48+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=30;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=30;200;263995;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p30_79e7ec59.html;
2026-07-29T02:56:52+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=31;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=31;200;244948;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p31_72f4bf07.html;
2026-07-29T02:56:55+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=32;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=32;200;241140;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p32_51ef211a.html;
2026-07-29T02:56:58+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=33;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=33;200;256647;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p33_ceb0681d.html;
2026-07-29T02:57:01+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=34;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=34;200;261501;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p34_1d28081d.html;
2026-07-29T02:57:04+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=35;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=35;200;243003;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p35_194e3730.html;
2026-07-29T02:57:08+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=36;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=36;200;251426;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p36_55e49181.html;
2026-07-29T02:57:11+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=37;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=37;200;248637;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p37_7f3955b1.html;
2026-07-29T02:57:14+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=38;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=38;200;253656;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p38_30b23ec2.html;
2026-07-29T02:57:19+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=39;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=39;200;250723;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p39_96b2cfb4.html;
2026-07-29T02:57:23+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=40;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=40;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p40_6195ebc8.html;
2026-07-29T02:57:27+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=41;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=41;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p41_8c33ac1b.html;
2026-07-29T02:57:30+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=42;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=42;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p42_60b318ab.html;
2026-07-29T02:57:34+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=43;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=43;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p43_06cf46e7.html;
2026-07-29T02:57:39+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=44;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=44;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p44_69b377c3.html;
2026-07-29T02:57:41+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=45;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=45;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p45_8de1cac9.html;
2026-07-29T02:57:45+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=46;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=46;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p46_d306821d.html;
2026-07-29T02:57:48+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=47;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=47;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p47_3c542896.html;
2026-07-29T02:57:52+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=48;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=48;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p48_4923df3a.html;
2026-07-29T02:57:55+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=49;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=49;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p49_c891271b.html;
2026-07-29T02:57:59+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=50;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=50;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p50_f5519208.html;
2026-07-29T02:58:03+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=51;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=51;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p51_49c0ec40.html;
2026-07-29T02:58:06+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=52;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=52;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p52_30577829.html;
2026-07-29T02:58:09+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=53;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=53;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p53_caa0d143.html;
2026-07-29T02:58:13+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=54;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=54;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p54_210915b7.html;
2026-07-29T02:58:17+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=55;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=55;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p55_bddb4d61.html;
2026-07-29T02:58:19+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=56;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=56;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p56_c391d4bd.html;
2026-07-29T02:58:23+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=57;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=57;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p57_2b5e24c1.html;
2026-07-29T02:58:27+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=58;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=58;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p58_0d350924.html;
2026-07-29T02:58:30+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=59;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=59;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p59_63e0e70a.html;
2026-07-29T02:58:33+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=60;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=60;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p60_1a245284.html;
2026-07-29T02:58:37+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=61;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=61;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p61_47daf2b6.html;
2026-07-29T02:58:39+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=62;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=62;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p62_24d7ad4f.html;
2026-07-29T02:58:43+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=63;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=63;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p63_cc24e1d0.html;
2026-07-29T02:58:47+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=64;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=64;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p64_78229fa2.html;
2026-07-29T02:58:51+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=65;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=65;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p65_8a5e3ba1.html;
2026-07-29T02:58:55+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=66;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=66;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p66_32c5b7a1.html;
2026-07-29T02:58:59+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=67;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=67;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p67_60de44b9.html;
2026-07-29T02:59:02+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=68;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=68;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p68_29c61497.html;
2026-07-29T02:59:05+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=69;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=69;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p69_67cb525e.html;
2026-07-29T02:59:08+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=70;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=70;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p70_7d94e5d3.html;
2026-07-29T02:59:12+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=71;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=71;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p71_99ce4382.html;
2026-07-29T02:59:15+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=72;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=72;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p72_8ce6ed86.html;
2026-07-29T02:59:19+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=73;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=73;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p73_4159c142.html;
2026-07-29T02:59:24+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=74;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=74;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p74_b141076f.html;
2026-07-29T02:59:29+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=75;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=75;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p75_8a407c50.html;
2026-07-29T02:59:32+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=76;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=76;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p76_15fb8e75.html;
2026-07-29T02:59:35+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=77;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=77;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p77_2f069d34.html;
2026-07-29T02:59:38+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=78;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=78;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p78_f1ebb90c.html;
2026-07-29T02:59:41+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=79;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=79;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p79_8eaa07b7.html;
2026-07-29T02:59:44+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=80;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=80;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p80_576c6bf0.html;
2026-07-29T02:59:48+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=81;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=81;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p81_a79f3204.html;
2026-07-29T02:59:51+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=82;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=82;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p82_e6831ce8.html;
2026-07-29T02:59:56+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=83;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=83;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p83_48ab10ce.html;
2026-07-29T03:00:00+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=84;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=84;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p84_9ec49aee.html;
2026-07-29T03:00:05+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=85;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=85;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p85_881b6282.html;
2026-07-29T03:00:09+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=86;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=86;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p86_0418070a.html;
2026-07-29T03:00:12+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=87;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=87;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p87_ef315d4f.html;
2026-07-29T03:00:16+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=88;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=88;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p88_4e508522.html;
2026-07-29T03:00:19+00:00;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=89;https://www.deltaimoveis.com.br/comprar/Uberlandia/Terreno?pag=89;200;136438;ok (robots 200);raw/www.deltaimoveis.com.br/delta_listagem_terreno_p89_e6f25c3a.html;
2026-07-29T03:02:21+00:00;https://web.archive.org/web/2/https://docs.uberlandia.mg.gov.br/wp-content/uploads/2020/12/Bairros-integrados-com-seus-respectivos-loteamentos-e-reloteamentos-do-distrito-sede.pdf;https://web.archive.org/web/20240906061623/https://docs.uberlandia.mg.gov.br/wp-content/uploads/2020/12/Bairros-integrados-com-seus-respectivos-loteamentos-e-reloteamentos-do-distrito-sede.pdf;200;584767;sem robots (robots http 404);raw/web.archive.org/wb_pdf_bairros_loteamentos_2020_e5b67959.html;
2026-07-29T03:02:23+00:00;https://web.archive.org/web/2/https://docs.uberlandia.mg.gov.br/wp-content/uploads/2022/07/Setor-Norte.pdf;https://web.archive.org/web/20240613151935/https://docs.uberlandia.mg.gov.br/wp-content/uploads/2022/07/Setor-Norte.pdf;200;117440;sem robots (robots http 404);raw/web.archive.org/wb_pdf_setor_norte_9d5b0cea.html;
2026-07-29T03:02:30+00:00;https://web.archive.org/web/2/https://docs.uberlandia.mg.gov.br/wp-content/uploads/2022/07/Setor-Leste.pdf;;;0;sem robots (robots http 404);;ReadTimeout: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=30)
2026-07-29T03:03:04+00:00;https://web.archive.org/web/2/https://docs.uberlandia.mg.gov.br/wp-content/uploads/2022/07/Setor-Sul.pdf;https://web.archive.org/web/20240613155112/https://docs.uberlandia.mg.gov.br/wp-content/uploads/2022/07/Setor-Sul.pdf;200;170620;sem robots (robots http 404);raw/web.archive.org/wb_pdf_setor_sul_f63fd966.html;
2026-07-29T03:03:10+00:00;https://web.archive.org/web/2/https://docs.uberlandia.mg.gov.br/wp-content/uploads/2022/07/Setor-Oeste.pdf;https://web.archive.org/web/20240613161932/https://docs.uberlandia.mg.gov.br/wp-content/uploads/2022/07/Setor-Oeste.pdf;200;178168;sem robots (robots http 404);raw/web.archive.org/wb_pdf_setor_oeste_420ebcf6.html;
